0.86621,4,3
0.0060902,7,6
0.12146,9,8
0.24908,11,10
0.3767,13,12
0.50433,15,14
0.63195,17,16
0.75957,19,18
0.88719,21,20
0.014817,24,23
0.14244,26,25
0.27006,28,27
0.39769,30,29
0.52531,32,31
0.63735,34,33
0.64801,36,35
0.56476,38,37
0.41151,40,39
0.20396,42,41
0.95239,43,42
0.6629,45,44
0.34414,47,46
0.00049097,49,48
0.63278,50,49
0.37847,52,51
0.1476,54,53
0.90238,55,54
0.64292,57,56
0.37024,59,58
0.084712,61,60
0.78572,62,61
0.47413,64,63
0.15064,66,65
0.81474,67,66
0.46687,69,68
0.10796,71,70
0.73718,72,71
0.35543,74,73
0.96328,75,74
0.55962,77,76
0.1462,79,78
0.72212,80,79
0.27126,82,81
0.78604,83,82
0.26809,85,84
0.71996,86,85
0.14385,88,87
0.53943,89,88
0.91151,90,89
0.25764,92,91
0.58129,93,92
0.88439,94,93
0.16566,96,95
0.42676,97,96
0.66977,98,97
0.89534,99,98
0.10287,101,100
0.29317,102,101
0.46799,103,102
0.62785,104,103
0.77323,105,104
0.9046,106,105
0.022189,108,107
0.1258,109,108
0.21685,110,109
0.29574,111,110
0.36284,112,111
0.4185,113,112
0.46307,114,113
0.49687,115,114
0.5216,116,115
0.53887,117,116
0.54883,118,117
0.55164,119,118
0.54744,120,119
0.53638,121,120
0.5186,122,121
0.49424,123,122
0.46344,124,123
0.42632,125,124
0.38301,126,125
0.33364,127,126
0.27832,128,127
0.21716,129,128
0.1503,130,129
0.077827,131,130
0.99986,131,130
0.91596,132,131
0.82676,133,132
0.73233,134,133
0.63279,135,134
0.52823,136,135
0.41875,137,136
0.30443,138,137
0.18537,139,138
0.061646,140,139
0.93294,140,139
0.79936,141,140
0.66134,142,141
0.51898,143,142
0.37235,144,143
0.22115,145,144
0.064691,146,145
0.90235,146,145
0.73446,147,146
0.56163,148,147
0.38398,149,148
0.20159,150,149
0.01459,151,150
0.82178,151,150
0.62442,152,151
0.42273,153,152
0.21679,154,153
0.006685,155,154
0.79105,155,154
0.57137,156,155
0.34779,157,156
0.12038,158,157
0.88845,158,157
0.65201,159,158
0.41197,160,159
0.16841,161,160
0.92085,161,160
0.66877,162,161
0.41336,163,162
0.1547,164,163
0.89215,164,163
0.62544,165,164
0.35566,166,165
0.082889,167,166
0.80592,167,166
0.52552,168,167
0.2423,169,168
0.95602,169,168
0.66547,170,169
0.37225,171,170
0.076427,172,171
0.77664,172,171
0.47386,173,172
0.16863,174,173
0.86011,174,173
0.54818,175,174
