0.5,1,1
0.62189,2,3
0.43284,3,4
0.24379,4,5
0.054733,5,6
0.86568,7,8
0.67663,8,9
0.48757,9,10
0.29852,10,11
0.10947,11,12
0.92041,13,14
0.73136,14,15
0.5423,15,16
0.35325,16,17
0.1642,17,18
0.97514,19,20
0.78609,20,21
0.59704,21,22
0.40798,22,23
0.21893,23,24
0.029877,24,25
0.84082,26,27
0.65177,27,28
0.46272,28,29
0.27366,29,30
0.08461,30,31
0.89597,32,33
0.71593,33,34
0.55531,34,35
0.41154,35,36
0.28253,36,37
0.16651,37,38
0.062012,38,39
0.96805,40,41
0.88364,41,42
0.80739,42,43
0.73855,43,44
0.67645,44,45
0.62052,45,46
0.57023,46,47
0.52514,47,48
0.48484,48,49
0.44897,49,50
0.3851,50,51
0.29992,51,52
0.21752,52,53
0.13789,53,54
0.060992,54,55
0.98685,56,57
0.91555,57,58
0.84692,58,59
0.78096,59,60
0.71763,60,61
0.65692,61,62
0.59882,62,63
0.5433,63,64
0.49035,64,65
0.43995,65,66
0.39208,66,67
0.34672,67,68
0.30386,68,69
0.26348,69,70
0.22557,70,71
0.19009,71,72
0.15705,72,73
0.12642,73,74
0.098192,74,75
0.07234,75,76
0.048852,76,77
0.027713,77,78
0.0089063,78,79
0.99251,80,81
0.97849,81,82
0.96684,82,83
0.95751,83,84
0.95051,84,85
0.94582,85,86
0.94341,86,87
0.94328,87,88
0.9454,88,89
0.94977,89,90
0.95636,90,91
0.96517,91,92
0.97618,92,93
0.98937,93,94
0.0047335,93,94
0.022284,94,95
0.041979,95,96
0.063804,96,97
0.087746,97,98
0.11379,98,99
0.14192,99,100
0.17213,100,101
0.20439,101,102
0.23871,102,103
0.27505,103,104
0.31342,104,105
0.3538,105,106
0.39616,106,107
0.44051,107,108
0.48683,108,109
0.53511,109,110
0.58533,110,111
0.63747,111,112
0.69154,112,113
0.74751,113,114
0.80498,114,115
0.8625,115,116
0.92008,116,117
0.97772,117,118
0.035416,117,118
0.093176,118,119
0.15099,119,120
0.20887,120,121
0.26681,121,122
0.3248,122,123
0.38286,123,124
0.44097,124,125
0.49914,125,126
0.55737,126,127
0.61565,127,128
0.674,128,129
0.73241,129,130
0.79087,130,131
0.84939,131,132
0.90797,132,133
0.96661,133,134
0.025308,133,134
0.084068,134,135
0.14289,135,136
0.20176,136,137
0.2607,137,138
0.31969,138,139
0.37874,139,140
0.43785,140,141
0.49702,141,142
0.55625,142,143
0.61558,143,144
0.67507,144,145
0.73473,145,146
0.79456,146,147
0.85455,147,148
0.9147,148,149
0.97502,149,150
0.035503,149,150
0.096159,150,151
0.15698,151,152
0.21796,152,153
0.27911,153,154
0.34042,154,155
0.40189,155,156
0.46353,156,157
0.52532,157,158
0.58729,158,159
0.64941,159,160
0.7117,160,161
0.77415,161,162
0.83676,162,163
0.89954,163,164
0.96248,164,165
0.025585,164,165
0.08886,165,166
0.1523,166,167
0.2159,167,168
0.27966,168,169
0.34358,169,170
0.40767,170,171
0.47192,171,172
0.53632,172,173
0.6009,173,174
0.66563,174,175
0.73052,175,176
0.79558,176,177
0.86079,177,178
0.92617,178,179
0.99164,179,180
0.057229,179,180
0.12292,180,181
0.18872,181,182
0.25462,182,183
0.32062,183,184
0.38673,184,185
0.45294,185,186
0.51925,186,187
0.58567,187,188
0.65219,188,189
0.71882,189,190
0.78555,190,191
0.85238,191,192
0.91932,192,193
0.98636,193,194
0.053504,193,194
0.12076,194,195
0.18812,195,196
0.25558,196,197
0.32314,197,198
0.39081,198,199
0.45858,199,200
0.52645,200,201
0.59443,201,202
0.6625,202,203
0.73069,203,204
0.79897,204,205
0.86736,205,206
0.93585,206,207
0.0044458,206,207
0.073307,207,208
0.14242,208,209
0.21177,209,210
0.28138,210,211
0.35123,211,212
0.42133,212,213
0.49168,213,214
0.56227,214,215
0.63312,215,216
0.7042,216,217
0.77554,217,218
0.84712,218,219
0.91894,219,220
0.99102,220,221
0.063351,220,221
0.13593,221,222
0.20876,222,223
0.28184,223,224
0.35515,224,225
0.42872,225,226
0.50252,226,227
0.57657,227,228
0.65087,228,229
0.72541,229,230
0.80019,230,231
0.87521,231,232
0.95048,232,233
0.025998,232,233
0.10177,233,234
0.17779,234,235
0.25405,235,236
0.33055,236,237
0.40729,237,238
0.48428,238,239
0.5615,239,240
0.63897,240,241
0.71668,241,242
0.79461,242,243
0.87267,243,244
0.95088,244,245
0.029232,244,245
0.10773,245,246
0.18638,246,247
0.26516,247,248
0.34408,248,249
0.42315,249,250
0.50235,250,251
0.5817,251,252
0.66119,252,253
0.74081,253,254
0.82058,254,255
0.90049,255,256
0.98053,256,257
0.06073,256,257
0.14107,257,258
0.22155,258,259
0.30217,259,260
0.38293,260,261
0.46383,261,262
0.54487,262,263
0.62605,263,264
0.70737,264,265
0.78882,265,266
0.87042,266,267
0.95216,267,268
0.034039,267,268
0.11607,268,269
0.19823,269,270
0.28054,270,271
0.36313,271,272
0.44603,272,273
0.52926,273,274
0.61281,274,275
0.69668,275,276
0.78087,276,277
0.86538,277,278
0.95021,278,279
0.035367,278,279
0.12087,279,280
0.20668,280,281
0.29282,281,282
0.37927,282,283
0.46604,283,284
0.55313,284,285
0.64054,285,286
0.72826,286,287
0.81629,287,288
0.90464,288,289
0.99331,289,290
0.082323,289,290
0.17165,290,291
0.2613,291,292
0.35126,292,293
0.44153,293,294
0.53211,294,295
0.62301,295,296
0.71422,296,297
0.80574,297,298
0.89757,298,299
0.98972,299,300
0.082205,299,300
0.17501,300,301
0.26812,301,302
0.36154,302,303
0.45527,303,304
0.54931,304,305
0.64366,305,306
0.73828,306,307
0.83307,307,308
0.92803,308,309
0.023176,308,309
0.11851,309,310
0.21402,310,311
0.30971,311,312
0.40557,312,313
0.5016,313,314
